

param n:=10;
  
param: E : l1 l2 :=
   2 1 8  312.07851576165893  454.0275322048212
   3 2 9  368.4901626909462   445.44921147084773
   2 3 4  368.4901626909462   470.0265949922408
   1 2 9  312.07851576165893  445.44921147084773
   2 9 4  445.44921147084773  353.0509878190401
   2 9 8  445.44921147084773  337.37960815674677
   5 4 9  494.0253029957069   353.0509878190401
   4 5 6  494.0253029957069   393.7321424522006
   4 9 6  353.0509878190401   478.1223692738084
   5 6 9  393.7321424522006   478.1223692738084
   7 6 9  288.0433995077825   478.1223692738084
   6 9 8  478.1223692738084   337.37960815674677
   6 7 8  288.0433995077825   455.0175820778797
   1 8 9  454.0275322048212   337.37960815674677;
   
   param: E1 : l3 l4 :=
   2 1 9  312.07851576165893  549.6071324136906
   8 1 9  454.0275322048212   549.6071324136906
   1 9 2  549.6071324136906   445.44921147084773
   2 9 3  445.44921147084773  580
   4 3 9  470.0265949922408     580
   2 3 9  368.4901626909462    580
   4 5 9  494.0253029957069   609.183059514954
   9 6 10  478.1223692738084  287.5708608325955;
  
   

 



param  v:     1    2:=
1	210	119
2	203	431
3	184	799
4	654	804
5	1148	799
6	1124	406
7	1119	118
8	664	114
9	648	451
10	868	275;

