data;

param n:=10;
param  w1:     1    2:=

1	0.707106781	0.707106781
2	0	1
3	-0.707106781	0.707106781
4	-1	0
5	-0.707106781	-0.707106781
6	0	-1
7	0.707106781	-0.707106781
8   1   0
9	0.92387953251	0.38268343236
10  0.38268343236   0.92387953251
11  -0.38268343236  0.92387953251
12  -0.92387953251   0.38268343236
13  -0.92387953251  -0.38268343236
14  -0.38268343236  -0.92387953251
15  0.38268343236   -0.92387953251
16  0.92387953251   -0.38268343236;

param: E : l :=
3    2    312.07851576165893
2    1    368.4901626909462
1    5    470.02659499224086
5    10    494.0253029957069
10    9    393.7321424522006
9    8    288.0433995077825
8    6    455.0175820778797
6    3    454.0275322048212
3    4    549.6071324136906
4    6    337.37960815674677
4    9    478.1223692738084
4    5    353.0509878190401
2    4    445.44921147084773
4    1    580
4    7    281.73746644704534
7    6    259.8788179132728
7    9    287.5708608325955
7    8    296.05742686174926
4    10    609.183059514954
;

param  v:     1    2:=
1	210	119
2	203	431
3	184	799
4	654	804
5	1148	799
6	1124	406
7	1119	118
8	664	114
9	648	451
10	868	275;   
