

param n:=101;
  
param: E : l1 l2 :=
    10    11    63    32.89376840726422    64.1346240350583
    12    11    63    46.024450023600004    64.1346240350583
    15    18    32    32.74522865914153    115.41338743854249
    19    18    32    52.652160449501025    115.41338743854249
    18    19    33    52.652160449501025    57.84678037766205
    19    20    29    67.04662556758542    109.38464243228624
    20    19    33    67.04662556758542    57.84678037766205
    20    21    26    28.570089254787824    196.32880583389195
    21    20    29    28.570089254787824    109.38464243228624
    21    22    25    27.018512172212592    140.3041339378953
    22    21    26    27.018512172212592    196.32880583389195
    25    22    21    140.3041339378953    27.018512172212592
    26    21    20    196.32880583389195    28.570089254787824
    26    21    22    196.32880583389195    27.018512172212592
    29    20    19    109.38464243228624    67.04662556758542
    29    20    21    109.38464243228624    28.570089254787824
    32    18    15    115.41338743854249    32.74522865914153
    32    18    19    115.41338743854249    52.652160449501025
    33    19    18    57.84678037766205    52.652160449501025
    33    19    20    57.84678037766205    67.04662556758542
    35    36    47    34.82097069262597    79.69473006416422
    37    36    47    37.476659402887016    79.69473006416422
    41    42    43    65.69056248853815    26.92582403567252
    43    42    41    26.92582403567252    65.69056248853815
    42    43    44    26.92582403567252    67.04103221162394
    44    43    42    67.04103221162394    26.92582403567252
    47    36    35    79.69473006416422    34.82097069262597
    47    36    37    79.69473006416422    37.476659402887016
    47    48    30    26.100766272276374    35.20298282807127
    30    48    47    35.20298282807127    26.100766272276374
    52    53    54    60.63827174318213    27.202941017470888
    53    52    99    60.63827174318213    54.589376256285355
    52    53    100    60.63827174318213    50.44799302342234
    54    53    52    27.202941017470888    60.63827174318213
    53    54    58    27.202941017470888    73.75635565814106
    54    55    57    28.792360097775937    77.23341245859851
    13    55    57    72.91776189653656    77.23341245859851
    56    57    55    22.203603310713127    77.23341245859851
    57    56    60    22.203603310713127    52.886671288586136
    57    58    54    17.72004514756283    73.75635565814106
    58    57    55    17.72004514756283    77.23341245859851
    59    58    54    23.08679276034291    73.75635565814106
    59    53    100    73.76313442364011    50.44799302342234
    58    54    53    73.75635565814106    27.202941017470888
    54    58    57    73.75635565814106    17.72004514756283
    54    58    59    73.75635565814106    23.08679276034291
    57    55    54    77.23341245859851    28.792360097775937
    57    55    13    77.23341245859851    72.91776189653656
    55    57    56    77.23341245859851    22.203603310713127
    55    57    58    77.23341245859851    17.72004514756283
    60    56    57    52.886671288586136    22.203603310713127
    51    63    11    65.55150646628954    64.1346240350583
    51    63    64    65.55150646628954    33.06055051056269
    63    11    10    64.1346240350583    32.89376840726422
    63    11    12    64.1346240350583    46.024450023600004
    11    63    51    64.1346240350583    65.55150646628954
    64    63    51    33.06055051056269    65.55150646628954
    64    65    99    74.67261881037788    91.78235124476146
    67    68    65    57.48912940721924    22.02271554461488
    65    68    67    22.02271554461488    57.48912940721924
    68    65    99    22.02271554461488    91.78235124476146
    69    70    71    58.54912467315416    63.285069329650526
    71    70    69    63.285069329650526    58.54912467315416
    71    70    83    63.285069329650526    57.07889277129687
    72    73    10    64.07027391949569    78.74801584792237
    72    73    74    64.07027391949569    52.08646657242167
    10    73    72    78.74801584792237    64.07027391949569
    74    73    72    52.08646657242167    64.07027391949569
    73    74    98    52.08646657242167    51.15662224971465
    74    75    97    26.248809496955296    46.87216658057486
    75    74    98    26.248809496955296    51.15662224971465
    75    76    96    21.095023109728988    49.01020301983695
    76    75    97    21.095023109728988    46.87216658057486
    76    77    92    22.561028345356956    62.28964600912625
    77    76    96    22.561028345356956    49.01020301983695
    77    78    90    65.51335741673631    61.008196171609775
    78    77    92    65.51335741673631    62.28964600912625
    83    70    71    57.07889277129687    63.285069329650526
    89    90    78    50    61.008196171609775
    89    90    91    50    44.0454310906253
    90    78    77    61.008196171609775    65.51335741673631
    78    90    89    61.008196171609775    50
    91    90    89    44.0454310906253    50
    92    77    76    62.28964600912625    22.561028345356956
    92    77    78    62.28964600912625    65.51335741673631
    77    92    95    62.28964600912625    27.16615541441225
    92    93    94    60.133185514885525    31.256999216294748
    93    92    95    60.133185514885525    27.16615541441225
    94    93    92    31.256999216294748    60.133185514885525
    93    94    95    31.256999216294748    59.00000000046566
    95    94    93    59.00000000046566    31.256999216294748
    94    95    92    59.00000000046566    27.16615541441225
    95    92    77    27.16615541441225    62.28964600912625
    95    92    93    27.16615541441225    60.133185514885525
    92    95    94    27.16615541441225    59.00000000046566
    96    76    75    49.01020301983695    21.095023109728988
    96    76    77    49.01020301983695    22.561028345356956
    97    75    74    46.87216658057486    26.248809496955296
    97    75    76    46.87216658057486    21.095023109728988
    98    74    73    51.15662224971465    52.08646657242167
    98    74    75    51.15662224971465    26.248809496955296
    99    52    53    54.589376256285355    60.63827174318213
    52    99    100    54.589376256285355    65.80273550531395
    52    99    65    54.589376256285355    91.78235124476146
    100    99    52    65.80273550531395    54.589376256285355
    99    100    53    65.80273550531395    50.44799302342234
    101    100    53    81.02468759592205    50.44799302342234
    100    53    52    50.44799302342234    60.63827174318213
    100    53    59    50.44799302342234    73.76313442364011
    53    100    99    50.44799302342234    65.80273550531395
    53    100    101    50.44799302342234    81.02468759592205
    99    65    64    91.78235124476146    74.67261881037788
    99    65    68    91.78235124476146    22.02271554461488
    65    99    52    91.78235124476146    54.589376256285355
    ;
   
   param: E1 : l3 l4 :=
    9    10    11    97.76630298993808    32.89376840726422
    9    10    73    97.76630298993808    78.74801584792237
    11    10    9    32.89376840726422    97.76630298993808
    11    12    17    46.024450023600004    24.382370681294443
    11    12    51    46.024450023600004    59.033888572581766
    13    12    17    72.12489168102785    24.382370681294443
    13    12    51    72.12489168102785    59.033888572581766
    12    13    55    72.12489168102785    72.91776189653656
    13    14    15    87.75676612105272    73.37574531137656
    14    13    55    87.75676612105272    72.91776189653656
    13    14    56    87.75676612105272    68.46349392282775
    15    14    13    73.37574531137656    87.75676612105272
    14    15    16    73.37574531137656    138.21088958566037
    15    14    34    73.37574531137656    105.4620784925501
    16    15    14    138.21088958566037    73.37574531137656
    17    12    11    24.382370681294443    46.024450023600004
    17    12    13    24.382370681294443    72.12489168102785
    27    28    31    49.20619879609564    53.22593352952494
    28    29    30    42.793106922027135    115.31695452057494
    20    29    30    109.38464243228624    115.31695452057494
    30    29    28    115.31695452057494    42.793106922027135
    30    29    20    115.31695452057494    109.38464243228624
    29    30    32    115.31695452057494    32.5000000001791
    31    28    27    53.22593352952494    49.20619879609564
    18    32    49    115.41338743854249    43.660622991432454
    32    30    29    32.5000000001791    115.31695452057494
    30    32    49    32.5000000001791    43.660622991432454
    34    14    15    105.4620784925501    73.37574531137656
    34    14    56    105.4620784925501    68.46349392282775
    34    35    44    34.471002306664616    38.60051813213027
    36    35    44    34.82097069262597    38.60051813213027
    35    36    40    34.82097069262597    33.44398301558764
    37    36    40    37.476659402887016    33.44398301558764
    39    38    46    54.31620384361718    47.1221816137734
    44    35    34    38.60051813213027    34.471002306664616
    44    35    36    38.60051813213027    34.82097069262597
    40    36    35    33.44398301558764    34.82097069262597
    40    36    37    33.44398301558764    37.476659402887016
    37    45    46    47.75981574503821    25
    46    45    37    25    47.75981574503821
    45    46    38    25    47.1221816137734
    46    38    39    47.1221816137734    54.31620384361718
    38    46    45    47.1221816137734    25
    47    48    50    26.100766272276374    151.71354586852158
    49    32    18    43.660622991432454    115.41338743854249
    49    32    30    43.660622991432454    32.5000000001791
    50    48    47    151.71354586852158    26.100766272276374
    51    12    11    59.033888572581766    46.024450023600004
    51    12    13    59.033888572581766    72.12489168102785
    12    51    63    59.033888572581766    65.55150646628954
    51    52    53    67.60177512462228    60.63827174318213
    52    51    63    67.60177512462228    65.55150646628954
    53    52    51    60.63827174318213    67.60177512462228
    55    13    12    72.91776189653656    72.12489168102785
    55    13    14    72.91776189653656    87.75676612105272
    56    14    13    68.46349392282775    87.75676612105272
    56    14    34    68.46349392282775    105.4620784925501
    53    59    101    73.76313442364011    54.781383699642866
    59    61    62    91.09335870413386    36.76955262126989
    61    59    101    91.09335870413386    54.781383699642866
    62    61    59    36.76955262126989    91.09335870413386
    63    51    12    65.55150646628954    59.033888572581766
    63    51    52    65.55150646628954    67.60177512462228
    67    66    99    62.09669878528006    74.09453421180446
    68    65    69    22.02271554461488    108.37435120913067
    69    65    68    108.37435120913067    22.02271554461488
    65    69    70    108.37435120913067    58.54912467315416
    69    65    99    108.37435120913067    91.78235124476146
    70    69    65    58.54912467315416    108.37435120913067
    73    10    9    78.74801584792237    97.76630298993808
    77    78    79    65.51335741673631    50.99999999917824
    79    78    77    50.99999999917824    65.51335741673631
    81    82    5    133.18408313261813    141.50088339058095
    5    82    81    141.50088339058095    133.18408313261813
    84    85    86    43.73785545725808    99.74467404411946
    85    84    87    43.73785545725808    101.55294185792945
    86    85    84    99.74467404411946    43.73785545725808
    85    86    87    99.74467404411946    44.14748010907727
    80    86    87    63.89053137985315    44.14748010907727
    87    86    85    44.14748010907727    99.74467404411946
    87    86    80    44.14748010907727    63.89053137985315
    86    87    84    44.14748010907727    101.55294185792945
    87    84    85    101.55294185792945    43.73785545725808
    84    87    86    101.55294185792945    44.14748010907727
    99    66    67    74.09453421180446    62.09669878528006
    66    99    100    74.09453421180446    65.80273550531395
    100    99    66    65.80273550531395    74.09453421180446
    101    59    53    54.781383699642866    73.76313442364011
    101    59    61    54.781383699642866    91.09335870413386
    99    65    69    91.78235124476146    108.37435120913067
    ;

param  v:     1    2:=
1    621    99.99999999860302
2    799.5    195.49999999813735
3    980.5    299.99999999953434
4    1118    417.999999998603
5    1122.5    422.499999998603
6    1005    341.99999999813735
7    985.5    395.499999998603
8    974    422.499999998603
9    944.5    484.49999999813735
10    898    570.5
11    867    559.499999998603
12    823    545.9999999995343
13    754    524.9999999995343
14    670.5    497.9999999990687
15    692.5    427.9999999990687
16    815    491.99999999953434
17    834.5    524.499999998603
18    696.5    395.5
19    700.5    343
20    703    276
21    705    247.49999999953434
22    706    220.49999999953434
23    707.5    201.99999999860302
24    710    155.49999999953434
25    583    152.99999999906868
26    529    160.49999999860302
27    520.5    191.49999999953434
28    565    212.49999999860302
29    602    233.99999999953434
30    559    340.9999999990687
31    542    260.49999999953434
32    589    353.49999999953434
33    647    320.999999998603
34    570.5    464.49999999953434
35    539    450.499999998603
36    506.5    437.99999999953434
37    470    429.49999999953434
38    445.5    422.9999999990687
39    395    402.99999999953434
40    489    466.499999998603
41    484    481.9999999990687
42    493.5    546.9999999995343
43    519.5    553.9999999995343
44    528    487.49999999953434
45    454    474.49999999953434
46    430    467.49999999953434
47    517    358.99999999953434
48    524.5    333.99999999953434
49    606.5    313.49999999953434
50    383.5    277.99999999953434
51    797    598.9999999995343
52    764    657.9999999995343
53    705    643.9999999995343
54    713    617.9999999995343
55    723    590.9999999995343
56    649    563
57    646    584.9999999995343
58    641    602.0000000004657
59    634    623.9999999995343
60    598    549.0000000004657
61    547    596.9999999995343
62    561    563
63    858    622.9999999995343
64    856    656.0000000004657
65    846    730.0000000004657
66    729    781.0000000004657
67    789    764.9999999995343
68    845    751.9999999995343
69    918    811.0000000004657
70    976    819
71    982    755.9999999995343
72    978    651.0000000004657
73    975    586.9999999995343
74    1027    589.9999999995343
75    1052    598
76    1073    600
77    1095    605
78    1159    619.0000000004657
79    1183    663.9999999995343
80    1210    690.9999999995343
81    1243    640
82    1236    507.00000000046566
83    1033    816.0000000004657
84    1083    822.0000000004657
85    1126    830.0000000004657
86    1169    739.9999999995343
87    1126    730.0000000004657
88    1279    721.0000000004657
89    1208    571.9999999995343
90    1160    557.9999999995343
91    1162    514
92    1089    543.0000000004657
93    1085    482.9999999990687
94    1116    487
95    1116    546.0000000004657
96    1072    550.9999999995343
97    1043    643.9999999995343
98    1023    538.9999999995343
99    756    712
100    693    693.0000000004657
101    614    675
;

