0	621	100
1	799.5	195.5
2	980.5	300
3	1118	418
4	1122.5	422.5
5	1005	342
6	985.5	395.5
7	974	422.5
8	944.5	484.5
9	898	570.5
10	867	559.5
11	823	546
12	754	525
13	670.5	498
14	692.5	428
15	815	492
16	834.5	524.5
17	696.5	395.5
18	700.5	343
19	703	276
20	705	247.5
21	706	220.5
22	707.5	202
23	710	155.5
24	583	153
25	529	160.5
26	520.5	191.5
27	565	212.5
28	602	234
29	559	341
30	542	260.5
31	589	353.5
32	647	321
33	570.5	464.5
34	539	450.5
35	506.5	438
36	470	429.5
37	445.5	423
38	395	403
39	489	466.5
40	484	482
41	493.5	547
42	519.5	554
43	528	487.5
44	454	474.5
45	430	467.5
46	517	359
47	524.5	334
48	606.5	313.5
49	383.5	278
50	797	599
51	764	658
52	705	644
53	713	618
54	723	591
55	649	563
56	646	585
57	641	602
58	634	624
59	598	549
60	547	597
61	561	563
62	858	623
63	856	656
64	846	730
65	729	781
66	789	765
67	845	752
68	918	811
69	976	819
70	982	756
71	978	651
72	975	587
73	1027	590
74	1052	598
75	1073	600
76	1095	605
77	1159	619
78	1183	664
79	1210	691
80	1243	640
81	1236	507
82	1033	816
83	1083	822
84	1126	830
85	1169	740
86	1126	730
87	1279	721
88	1208	572
89	1160	558
90	1162	514
91	1089	543
92	1085	483
93	1116	487
94	1116	546
95	1072	551
96	1043	644
97	1023	539
98	756	712
99	693	693
100	614	675
